0;
0;
0;
0;
0;
0;
0;
0;
3;
40;
148;
576;
567;
479;
256;
178;
241;
253;
220;
213;
204;
159;
185;
186;
172;
221;
310;
390;
283;
444;
734;
826;
793;
781;
750;
548;
772;
1017;
946;
853;
681;
674;
460;
586;
870;
860;
932;
1548;
1368;
850;
1353;
1966;
2283;
2589;
3121;
3111;
1519;
2304;
2786;
2618;
2330;
2417;
2057;
1221;
1543;
1889;
1770;
1414;
1213;
1004;
638;
707;
761;
679;
657;
553;
522;
394;
358;
354;
326;
330;
260;
273;
243;
230;
246;
288;
316;
283;
258;
210;
243;
230;
229;
222;
209;
196;
177;
188;
164;
180;
196;
230;
178;
202;
206;
211;
235;
190;
202;
163;
189;
166;
168;
165;
164;
178;
147;
145;
159;
154;
138;
152;
133;
141;
146;
144;
129;
115;
139;
141;
155;
118;
109;
132;
124;
93;
100;
101;
91;
95;
77;
85;
82;
81;
64;
77;
65;
68;
71;
91;
67;
90;
90;
76;
104;
81;
73;
104;
79;
112;
77;
90;
82;
94;
78;
66;
88;
80;
79;
75;
81;
60;
55;
97;
68;
76;
58;
49;
85;
58;
65;
56;
72;
49;
52;
59;
51;
51;
50;
45;
59;
48;
33;
45;
58;
51;
54;
56;
52;
56;
56;
66;
57;
63;
60;
79;
67;
71;
61;
70;
65;
60;
74;
68;
71;
74;
57;
60;
76;
91;
79;
107;
112;
112;
111;
143;
182;
221;
157;
138;
123;
135;
350;
227;
290;
321;
259;
215;
217;
290;
12055;
206;
10;
5;
1;
0;
0;
0;
0;
0;
0;
0;
0;
0;
