430.129,180.825
422.245,183.513
418.02,179.097
-1,-1
-1,-1
-1,-1
427.72,179.692
419.448,178.085
424.699,178.884
421.509,180.459
-1,-1
420.914,182.927
432.087,180.961
426.781,177.347
428.53,184.845
426.47,176.017
424.74,179.77
-1,-1
-1,-1
430.687,179.125
421.674,183.866
427.449,183.297
423.062,185.096
420.439,184.544
-1,-1
67.9894,278.998
535.258,150.042
313.986,204.086
583.726,132.796
400.705,183.805
399.67,181.207
-1,-1
620.902,300.766
582.601,281.375
583.928,282.195
396.278,177.374
-1,-1
360.449,196.255
350.14,195.405
347.615,189.985
336.296,192.985
317.226,198
300.245,197.025
303.897,187.479
466.236,292.545
3.91006,43.7741
-1,-1
471.687,272.395
-1,-1
294.034,189.536
282.77,189.828
290.732,188.837
711.109,398.381
-1,-1
-1,-1
-1,-1
471.882,277.838
454.506,262.688
-1,-1
292.228,174.693
277.541,154.055
541.674,297.363
274.166,156.334
417.066,229.403
292.858,149.973
266.764,156.597
281.86,151.079
267.963,153.672
267.868,158.186
280.093,152.86
309.63,130.019
289.881,154.089
289.992,155.749
-1,-1
-1,-1
245.907,185.141
-1,-1
296.943,150.196
294.744,167.816
295.23,154.132
300.206,158.079
-1,-1
307.844,160.937
408.931,85.3863
313.943,153.034
301.867,163.554
-1,-1
-1,-1
303.478,168.901
327.792,151.657
317.257,168.81
319.378,165.824
331.692,158.299
327.982,160.648
319.929,173.152
372.003,130.273
322.337,168.259
-1,-1
330.032,163.139
336.329,173.471
344.535,168.607
344.63,165.044
355.546,158.454
336.827,168.951
455.208,86.2457
353.086,161.046
327.33,188.645
-1,-1
-1,-1
339.877,175.253
346.683,182.195
351.05,172.175
350.24,175.869
351.464,165.537
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
261.124,239.728
613.527,73.5361
627.86,60.3236
607.551,98.1675
545.055,107.311
540.907,117.39
488.431,149.242
476.757,136.935
449.584,212.833
426.269,85.9002
355.411,187.694
350.24,194.384
-1,-1
-1,-1
-1,-1
530.035,297.805
193.455,304.223
324.029,187.206
388.857,141.651
-1,-1
325.128,192.24
407.925,244.607
325.475,189.279
-1,-1
381.094,228.013
315.146,183.427
310.098,186.447
308.436,173.56
315.1,181.036
307.401,174.116
305.966,186.16
-1,-1
-1,-1
311.051,190.485
362.01,228.043
299.627,192.066
297.155,193.288
294.473,191.347
288.063,190.464
290.294,182.875
298.707,186.051
299.734,183.527
301.387,179.028
-1,-1
-1,-1
711.111,291.238
301.527,190.7
296.764,182.52
-1,-1
294.225,188.956
329.052,200.017
305.515,192.787
296.003,193.293
278.105,155.975
227.143,135.728
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
296.154,179.642
297.542,183.966
295.389,181.58
-1,-1
289.728,172.656
284.156,171.182
282.903,178.145
281.262,178.608
-1,-1
289.888,192.164
-1,-1
280.032,184.433
299.601,191.426
298.46,194.557
300.639,187.292
462.458,303.061
300.121,192.213
313.163,196.936
310.758,200.382
-1,-1
305.507,199.893
304.567,190.523
296.469,199.54
296.072,192.418
306.306,193.643
-1,-1
316.565,194.809
-1,-1
314.166,196.489
93.3047,134.444
-1,-1
33.129,120.526
-1,-1
311.29,184.852
302.818,182.042
296.076,181.109
300.149,186.42
301.597,184.425
312.796,196.269
308.123,184.403
319.814,190.1
-1,-1
-1,-1
-1,-1
311.589,185.793
318.782,186.855
324.867,184.471
329.682,188.206
347.251,185.327
340.887,181.378
-1,-1
369.286,183.986
251.9,158.451
240.515,285.643
376.668,191.139
384.809,188.924
380.577,191.328
378.63,196.759
369.336,186.369
362.52,188.273
341.241,161.206
481.528,265.502
363.542,177.634
-1,-1
366.368,177.415
-1,-1
372.755,189.342
372.472,189.751
299.161,244.198
377.237,191.874
377.134,189.526
380.896,189.049
349.652,183.128
385.214,201.282
376.333,193.509
377.431,198.585
371.301,187.47
362.445,188.121
-1,-1
382.621,193.123
383.011,189.479
392.766,192.771
385.582,189.115
385.721,189.943
390.737,181.054
396.855,188.346
-1,-1
398.964,186.576
398.893,183.648
-1,-1
415.185,181.065
431.343,194.2
402.37,182.527
404.032,191.724
401.16,198.508
393.053,198.821
394.886,195.309
397.721,193.258
403.109,190.128
-1,-1
397.57,196.734
400.301,186.561
199.672,329.531
396.976,186.136
400.594,183.19
399.405,190.638
-1,-1
-1,-1
398.321,190.173
391.596,189.45
396.863,189.413
396.019,191.192
393.29,184.757
402.144,189.372
397.903,187.395
407.328,190.671
-1,-1
405.68,194.267
-1,-1
501.175,115.384
398.306,186.048
400.833,186.15
402.152,188.9
394.269,187.251
-1,-1
394.264,187.925
391.554,188.119
398.445,186.036
385.349,185.619
388.555,186.91
-1,-1
404.245,187.685
400.678,190.934
395.925,189.009
398.352,188.515
404.075,190.308
401.233,190.608
396.706,182.824
382.705,178.273
389.728,180.376
375.261,185.203
383.436,192.585
387.921,185.266
-1,-1
385.402,174.499
387.535,190.952
-1,-1
-1,-1
551.477,302.638
-1,-1
393.776,178.35
385.542,185.111
394.274,186.943
392.519,187.678
-1,-1
396.811,185.455
387.485,181.885
459.35,208.578
394.464,179.501
-1,-1
-1,-1
388.461,184.858
386.859,184.898
391.972,185.402
390.66,191.464
396.906,190.555
393.935,189.824
381.365,180.106
393.936,188.92
-1,-1
388.626,187.618
390.535,183.172
440.011,218.625
-1,-1
542.266,279.674
393.216,185.095
389.718,186.437
383.43,187.256
-1,-1
437.201,151.735
394.729,184.02
398.095,186.85
-1,-1
405.014,190.705
396.918,192.217
411.343,197.223
-1,-1
231.999,316.773
380.652,199.367
264.668,291.449
302.157,264.929
289.574,273.606
399.274,187.11
403.214,178.183
-1,-1
407.307,189.752
399.971,191.669
403.061,193.86
