434.311,182.583
419.026,178.376
-1,-1
-1,-1
-1,-1
424.703,178.885
-1,-1
421.834,183.056
432.137,181.794
426.777,177.346
428.532,184.847
426.47,176.013
424.741,179.773
431.598,179.366
421.673,183.866
427.699,182.139
420.703,183.986
-1,-1
40.4312,286.931
435.696,177.845
408.852,181.58
399.707,181.196
389.01,189.781
620.91,300.771
396.278,177.374
354.504,196.001
-1,-1
-1,-1
560.254,291.856
360.449,196.255
352.075,194.483
346.283,189.529
625.883,353.366
317.539,197.86
299.763,197.423
327.019,220.238
3.90892,43.7735
486.663,282.98
295.495,190.072
289.424,188.825
707.097,396.495
578.373,340.234
-1,-1
564.631,318.253
471.884,277.827
515.167,294.333
-1,-1
291.894,174.634
541.975,297.528
275.379,156.693
-1,-1
-1,-1
292.85,149.969
266.126,157.767
266.764,156.597
281.859,151.077
267.871,158.186
280.094,152.819
309.634,130.016
289.878,154.092
289.995,155.746
-1,-1
-1,-1
245.907,185.142
-1,-1
296.945,150.195
294.739,167.822
295.231,154.126
300.207,158.082
307.844,160.936
408.932,85.3853
313.924,153.048
301.874,163.549
-1,-1
-1,-1
303.477,168.901
318.198,162.495
317.256,168.81
319.38,165.822
331.692,158.299
327.98,160.649
319.928,173.154
212.139,255.078
372.004,130.272
322.334,168.261
330.035,163.137
336.328,173.474
344.534,168.606
344.63,165.044
355.549,158.453
336.821,168.954
455.236,86.227
353.072,161.056
327.34,188.64
-1,-1
-1,-1
339.878,175.252
346.682,182.198
351.05,172.172
350.239,175.872
351.464,165.534
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
261.124,239.728
613.539,73.5301
627.833,60.3364
607.552,98.1673
-1,-1
541.205,113.557
488.431,149.242
476.757,136.933
449.584,212.834
426.269,85.8961
400.19,153.549
355.411,187.695
350.24,194.383
-1,-1
-1,-1
-1,-1
827.041,477.101
324.057,187.171
337.329,184.834
322.858,178.757
325.438,189.256
-1,-1
316.312,184.124
308.535,173.707
307.398,174.113
305.966,186.16
-1,-1
311.051,190.485
-1,-1
295.264,189.59
299.627,192.066
-1,-1
297.222,193.337
294.472,191.346
288.062,190.465
290.294,182.875
298.708,186.051
299.732,183.526
301.387,179.028
-1,-1
-1,-1
711.111,291.238
301.499,190.693
296.846,182.538
-1,-1
294.225,188.957
329.058,200.017
305.504,192.783
296.003,193.293
278.103,155.972
227.142,135.73
-1,-1
-1,-1
-1,-1
-1,-1
-1,-1
295.939,180.23
297.556,183.928
295.369,181.579
157.476,76.0679
-1,-1
284.768,171.509
282.903,178.146
281.262,178.607
-1,-1
289.888,192.164
288.116,185.766
288.3,196.683
-1,-1
-1,-1
299.613,191.354
298.461,194.558
-1,-1
300.101,192.2
313.187,196.952
310.755,200.382
305.507,199.893
304.567,190.523
296.467,199.544
296.073,192.415
306.308,193.644
-1,-1
316.564,194.809
314.165,196.489
93.2973,134.441
-1,-1
-1,-1
311.298,184.853
302.695,181.852
296.076,181.109
300.151,186.421
301.596,184.424
312.798,196.272
308.12,184.398
319.815,190.101
-1,-1
311.589,185.792
318.77,186.83
322.109,187.6
324.866,184.471
329.682,188.207
347.254,185.326
340.882,181.378
369.287,183.986
251.878,158.446
240.52,285.646
376.683,191.117
384.783,188.942
380.575,191.329
378.63,196.76
369.334,186.366
362.521,188.275
341.238,161.2
481.56,265.528
363.49,177.595
366.378,177.422
-1,-1
372.754,189.341
372.473,189.751
299.147,244.208
377.246,191.868
377.124,189.532
380.897,189.049
349.645,183.127
385.227,201.286
376.324,193.503
377.433,198.588
371.299,187.467
362.444,188.123
382.621,193.123
383.009,189.479
392.768,192.772
385.578,189.114
385.723,189.944
390.738,181.052
396.855,188.349
398.963,186.575
398.893,183.648
415.186,181.065
431.344,194.202
402.368,182.526
401.883,197.478
392.818,199.66
398.882,192.093
394.943,195.39
397.489,196.893
400.302,186.56
397.056,186.078
401.496,183.404
399.391,186.179
528.581,283.12
392.317,181.459
393.084,180.307
398.158,189.77
391.854,189.619
398.332,189.6
395.858,190.764
396.022,191.191
393.078,184.584
401.732,188.87
397.901,187.391
395.502,187.521
407.329,190.672
388.88,180.137
-1,-1
-1,-1
398.29,186.06
400.753,185.456
402.151,188.901
394.259,187.251
398.601,187.939
391.48,188.163
398.448,186.035
385.532,185.718
388.556,186.91
-1,-1
404.245,187.685
400.88,190.812
395.838,188.996
398.737,188.108
403.435,190.77
400.939,190.659
396.697,182.822
388.601,180.361
389.73,180.376
375.261,185.203
390.049,185.899
385.425,174.008
-1,-1
499.832,270.021
554.914,305.08
401.584,186.329
-1,-1
394.082,179.184
385.236,185.293
393.897,187.261
393.022,177.66
392.325,187.539
-1,-1
396.811,185.455
388.928,182.706
459.366,208.584
-1,-1
283.906,262.05
-1,-1
388.327,184.921
387.225,184.639
391.973,185.402
390.81,191.654
396.775,190.542
-1,-1
393.16,189.622
378.675,178.967
394.755,188.478
-1,-1
338.345,225.529
389.312,186.957
390.652,183.313
392.099,192.571
440.011,218.626
-1,-1
547.322,283.061
393.346,185.246
389.728,186.444
383.429,187.256
394.543,183.991
398.145,186.72
401.058,189.496
-1,-1
396.916,192.217
411.348,197.223
515.321,263.006
203.495,340.177
384.4,197.577
539.639,70.9265
281.102,282.017
311.765,256.065
399.298,187.091
403.204,178.195
642.704,343.993
341.392,143.01
411.615,190.993
407.307,189.752
398.144,192.264
402.953,187.699
323.498,123.171
-1,-1
537.426,274.447
385.392,172.514
417.28,190.046
321.053,254.744
396.1,199.326
407.849,189.226
409.482,193.774
409.038,194.349
413.543,198.347
417.652,195.751
370.021,214.306
390.365,206.665
302.373,257.23
404.991,191.675
409.311,190.453
400.378,189.567
-1,-1
-1,-1
-1,-1
246.34,298.437
402.18,190.105
399.104,187.738
402.829,181.018
403.925,194.834
248.283,69.1716
-1,-1
236.68,298.223
384.873,182.077
384.095,186.427
387.037,179.005
422.592,149.718
329.302,220.494
384.147,190.745
-1,-1
398.517,197.38
492.138,263.963
396.554,175.617
-1,-1
-1,-1
309.129,256.411
402.26,174.847
-1,-1
343.072,133.944
330.237,124.485
307.438,274.231
380.068,199.386
-1,-1
-1,-1
615.403,309.077
573.722,286.934
409.777,180.192
540.066,68.9937
606.168,298.462
-1,-1
414.235,180.748
-1,-1
-1,-1
523.065,238.021
434.753,188.154
431.832,180.138
-1,-1
-1,-1
443.787,187.914
316.88,270.82
425.159,191.613
423.362,191.5
435.231,186.416
-1,-1
791.6,458.924
-1,-1
422.797,182.842
428.046,176.956
383.817,210.754
346.844,235.858
609.12,40.5526
410.978,184.675
414.896,180.489
415.783,181.229
467.926,219.378
514.968,248.765
447.911,207.169
426.57,174.957
179.462,335.604
495.345,121.001
400.36,185.747
404.565,177.551
409.833,182.694
315.307,103.659
580.873,318.626
467.017,223.778
398.49,178.92
403.931,184.614
404.754,172.323
404.735,176.682
-1,-1
-1,-1
392.622,185.053
404.86,178.392
400.309,173.325
-1,-1
450.752,212.325
410.945,176.035
409.938,176.439
399.431,179.299
395.305,181.343
399.446,182.604
398.923,180.541
398.852,183.019
228.763,42.1041
-1,-1
395.658,177.773
409.076,176.911
-1,-1
-1,-1
397.631,178.26
397.854,178.421
557.528,291.058
404.609,177.663
399.563,180.549
392.9,180.47
-1,-1
-1,-1
410.523,175.36
511.162,264.106
325.411,134.11
400.664,180.811
